freq_MHz,pri_us,pw_us,doa_deg,amp_dB,toa_us,Emitter_ID
8623.989192258117,2225.646316108401,43.44263114297183,254.47833509297303,-50.47606682305779,1557.5316820286566,2
8623.919343593925,4887.995089067299,43.44263114297183,255.12820690814112,-50.712225914782636,3783.177998137058,7
8624.049313646005,5754.210836063001,43.44263114297183,254.87147582234877,-48.809910147337014,8671.173087204357,7
8623.925708570658,2225.646316108401,43.44263114297183,254.38100515544636,-48.031478141480356,14425.383923267358,2
8622.964721536946,4887.995089067299,43.44263114297183,256.0255516181382,-49.165056778324555,16651.03023937576,7
8623.427532466636,5754.210836063001,43.44263114297183,256.0363562004734,-49.57113049811014,21539.02532844306,7
8623.784844869528,2225.646316108401,43.44263114297183,253.7473577646513,-49.37813658605852,27293.23616450606,2
8623.625854619622,4887.995089067299,43.44263114297183,253.5281887027539,-50.29736606484663,29518.882480614462,7
8623.747348485724,5754.210836063001,43.44263114297183,254.972785285085,-50.12053507476532,34406.87756968176,7
8624.578527730786,2225.646316108401,43.44263114297183,255.6045269479081,-50.11587824806598,40161.08840574476,2
8623.524488054736,4887.995089067299,43.44263114297183,256.094753733007,-49.158717288341315,42386.734721853165,7
8625.306086390447,5754.210836063001,43.44263114297183,255.1696140468066,-48.302478296825484,47274.729810920464,7
8624.208489494886,2225.646316108401,43.44263114297183,254.9920514782072,-51.45420669505617,53028.940646983465,2
8624.33883257599,4887.995089067299,43.44263114297183,254.0627080832171,-50.45757481823673,55254.58696309187,7
8623.956312943574,5754.210836063001,43.44263114297183,254.63082709633,-51.50731620742607,60142.58205215917,7
8623.580265848743,2225.646316108401,43.44263114297183,255.83671240734748,-49.26648200316622,65896.79288822217,2
8624.327301474415,4887.995089067299,43.44263114297183,255.0797300702412,-49.2819648992205,68122.43920433057,7
8624.098642426105,5754.210836063001,43.44263114297183,254.7379229184773,-48.77948076733504,73010.43429339788,7
8623.855207501098,2225.646316108401,43.44263114297183,254.13646023291028,-48.73207707070644,78764.64512946087,2
8624.594829747082,4887.995089067299,43.44263114297183,253.33197271963232,-49.30629646961467,80990.29144556927,7
10244.666265511096,3531.7074990151596,48.613892674066086,260.1555200598433,-38.93502581096806,471969.8394979115,10
10244.83330024504,3531.7074990151596,48.613892674066086,259.7628103556927,-36.59313502027745,475501.54699692666,10
10245.870843812309,3531.7074990151596,48.613892674066086,260.4033171610844,-37.25665833818746,479033.2544959418,10
10244.45964550551,3531.7074990151596,48.613892674066086,258.4040311563388,-37.36397180173064,482564.96199495695,10
10245.041580305542,3531.7074990151596,48.613892674066086,260.4307172813553,-36.84932747536308,486096.6694939721,10
10245.154165079599,3531.7074990151596,48.613892674066086,258.3556597341748,-36.661679315189645,489628.37699298724,10
10244.921074823804,3531.7074990151596,48.613892674066086,258.8672811746367,-37.96907342110127,493160.0844920024,10
10244.27433295,3531.7074990151596,48.613892674066086,259.47854707804305,-36.80352290110638,496691.7919910175,10
10244.809890799164,3531.7074990151596,48.613892674066086,258.96102956510606,-37.81249358523215,500223.4994900327,10
10245.204181198515,3531.7074990151596,48.613892674066086,258.47323764612133,-38.57338157206387,503755.2069890478,10
10245.03720951049,3531.7074990151596,48.613892674066086,258.57318389655444,-35.60919317220902,507286.91448806296,10
10244.897035162046,3531.7074990151596,48.613892674066086,258.9156403939495,-38.371662941818634,510818.6219870781,10
10244.732142051429,3531.7074990151596,48.613892674066086,259.25279927095596,-39.64590845638307,514350.32948609325,10
10245.605573656187,3531.7074990151596,48.613892674066086,259.8071442793426,-37.58168523228097,517882.0369851084,10
10245.382640146912,3531.7074990151596,48.613892674066086,258.76802314988754,-38.312635907214045,521413.74448412354,10
10245.202411215163,3531.7074990151596,48.613892674066086,259.7582495685534,-37.20940645165108,524945.4519831387,10
10244.933659723129,3531.7074990151596,48.613892674066086,259.58124748771013,-36.12079329940588,528477.1594821538,10
10245.506600245079,3531.7074990151596,48.613892674066086,257.3238684777157,-36.07398022552364,532008.866981169,10
10246.053067652485,3531.7074990151596,48.613892674066086,261.0544059960705,-37.768633269952,535540.5744801841,10
10244.629106285573,3531.7074990151596,48.613892674066086,260.55046073352025,-38.17337814705077,539072.2819791993,10
9882.169457684617,5933.692563579372,20.5423976797831,287.48521580038295,-39.594862702582176,301435.08793085895,5
9881.631289409946,5933.692563579372,20.5423976797831,288.1223732742631,-40.12987808967884,307368.7804944383,5
9880.934457734063,5933.692563579372,20.5423976797831,288.5007738509333,-38.750393498041376,313302.47305801767,5
9879.967688351619,5933.692563579372,20.5423976797831,287.88622413344126,-38.25194998041048,319236.165621597,5
9880.783747088271,5933.692563579372,20.5423976797831,288.08143106002046,-37.30608722171008,325169.8581851764,5
9881.400724754185,5933.692563579372,20.5423976797831,286.77862869920546,-39.70086781856338,331103.55074875575,5
9881.209054734036,5933.692563579372,20.5423976797831,287.7820145864115,-39.11558173929762,337037.2433123351,5
9881.453335966826,5933.692563579372,20.5423976797831,287.257299601518,-38.99778336529058,342970.93587591447,5
9881.684943075317,5933.692563579372,20.5423976797831,286.3394138415754,-39.069694539403415,348904.6284394938,5
9881.255419607667,5933.692563579372,20.5423976797831,288.32491171015147,-39.405128794580165,354838.3210030732,5
9881.529061939678,5933.692563579372,20.5423976797831,288.5069324599011,-41.028209276195035,360772.01356665255,5
9881.786853405878,5933.692563579372,20.5423976797831,286.4188631973127,-40.272346748099274,366705.7061302319,5
9879.762809337417,5933.692563579372,20.5423976797831,286.60106732942575,-39.18326328368183,372639.39869381126,5
9881.01087613102,5933.692563579372,20.5423976797831,286.9417181342366,-40.29090369336025,378573.0912573906,5
9881.636152533642,5933.692563579372,20.5423976797831,288.3626588306517,-38.760287817075216,384506.78382097,5
9880.25927376126,5933.692563579372,20.5423976797831,289.6775901524559,-39.03143168857358,390440.47638454934,5
9881.472342384945,5933.692563579372,20.5423976797831,285.90594935706645,-39.18984978650053,396374.1689481287,5
9881.409214827965,5933.692563579372,20.5423976797831,287.26334643997103,-38.306244479677346,402307.86151170806,5
9881.852710358151,5933.692563579372,20.5423976797831,286.060721230371,-38.32828575690694,408241.5540752874,5
9881.399707759885,5933.692563579372,20.5423976797831,287.3995489997648,-40.74921832255841,414175.2466388668,5
